legal_name,city,county,state,zip,vertical,naics_code,owner_name,owner_age_estimate,owner_tenure_years,years_in_business,employee_count_estimate,entity_status,is_distressed,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,confidence,data_completeness,deep_dive_pending,final_comment,value_add_thesis,score_run_id,spine_index,owner_age_source
All Glass,Wichita Falls,Wichita,TX,76302,glass_services,238150,Mike & Janice LaBrie,67,22,22,7,Active,False,87,"owner ~67 (63-67 band), tenure 22yr",68,"mixed/residential mix, ~7 FTE, 22yr",99,5 weighted coasting tells (2 high) | succession_done=False,64,secondary TX (Wichita Falls),82,B_forward,low,0.55,False,"L1=87 (owner ~67 (63-67 band), tenure 22yr) L2=68 L3=99 L4=64 → final 82. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,76,founder_pair_40yr_combined_industry_experience_+_22yr_tenure
Ace Glass & Mirror,Nederland,Jefferson,TX,77627,glass_services,238150,Mark & Cindy Stratton,67,42,42,18,Active,False,91,"owner ~67 (63-67 band), tenure 42yr",80,"commercial glazier mix, ~18 FTE, 42yr",65,2 weighted coasting tells (1 high) | succession_done=False,68,secondary TX (Nederland) | +4 hurricane/blast specialty (Gulf/Permian moat),77,B_forward,medium,0.7,False,"L1=91 (owner ~67 (63-67 band), tenure 42yr) L2=80 L3=65 L4=68 → final 77. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,77,founder_pair_age_25_at_1984_+_42yr_tenure
Alamo Glass of Port Arthur Inc,Groves,Jefferson,TX,77619,glass_services,238150,,63,,77,16,Active,False,79,"owner ~63 (63-67 band), tenure 77yr",74,"mixed/residential mix, ~16 FTE, 77yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Groves),70,B_forward,medium,0.7,False,"L1=79 (owner ~63 (63-67 band), tenure 77yr) L2=74 L3=60 L4=64 → final 70. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,78,77yr_entity_likely_3rd-gen_owner
Romero's Glass Co,Port Arthur,Jefferson,TX,,glass_services,238150,Romero family (eponymous),70,55,55,11,Active,False,94,"owner ~70 (68+ band), tenure 55yr",72,"mixed/residential mix, ~11 FTE, 55yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Port Arthur),78,B_forward,low,0.55,False,"L1=94 (owner ~70 (68+ band), tenure 55yr) L2=72 L3=75 L4=64 → final 78. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,79,founder_age_25_at_1971_+_55yr_tenure
Bedford Glass & Mirror Co.,Bedford,Tarrant,TX,76021,glass_services,238150,,65,,64,11,Active,False,85,"owner ~65 (63-67 band), tenure 64yr",70,"mixed/residential mix, ~11 FTE, 64yr",81,3 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,77,B_forward,medium,0.6,False,"L1=85 (owner ~65 (63-67 band), tenure 64yr) L2=70 L3=81 L4=67 → final 77. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,80,64yr_entity_2nd-gen_owner_estimate
Lake Highlands Glass & Mirror,Dallas,Dallas,TX,,glass_services,238150,,64,,,5,Active,False,72,"owner ~64 (63-67 band), tenure 0yr",25,<5yr tenure (0yr) hard cap,96,4 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,35,D_pass,low,0.42,False,"L1=72 (owner ~64 (63-67 band), tenure 0yr) L2=25 L3=96 L4=67 → final 35. Tier D_pass based on owner age + coasting tells + market pull.",Drop — sub-5yr tenure fails canonical hard gate.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,81,no_website_+_small_family_operator_proxy
Keller Glass and Mirror,Keller,Tarrant,TX,76248,glass_services,238150,,67,43,43,9,Active,False,91,"owner ~67 (63-67 band), tenure 43yr",70,"mixed/residential mix, ~9 FTE, 43yr",99,4 weighted coasting tells (2 high) | succession_done=False,70,DFW/Houston/Austin | +3 NW Tarrant affluent corridor,85,B_forward,low,0.55,False,"L1=91 (owner ~67 (63-67 band), tenure 43yr) L2=70 L3=99 L4=70 → final 85. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,82,founder_age_25_at_1983_+_43yr_tenure
Lewisville Glass & Mirror Company,Lewisville,Denton,TX,,glass_services,238150,,56,22,22,8,Active,False,47,"owner ~56 (53-57 band), tenure 22yr",68,"mixed/residential mix, ~8 FTE, 22yr",51,1 weighted coasting tells (0 high) | succession_done=False,67,DFW/Houston/Austin,30,D_pass,low,0.5,False,"EXCLUDED — Arrow Glass Industries rollup affiliate. L1=47 (owner ~56 (53-57 band), tenure 22yr) L2=68 L3=51 L4=67 → final 30. Tier D_pass based on owner age + coasting tells + market pull.",Exclude — already integrated into Arrow Glass Industries rollup. Cannot approach as independent.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,83,tenure_proxy_22yr_founder_age_34_at_start
Fashion Glass & Mirror,DeSoto,Dallas,TX,75115,glass_services,238150,Larry Jaynes (founder),75,53,53,42,Active,False,99,"owner ~75 (68+ band), tenure 53yr",81,"mixed/residential mix, ~42 FTE, 53yr",90,4 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,87,A_acquire_self,medium,0.78,True,"L1=99 (owner ~75 (68+ band), tenure 53yr) L2=81 L3=90 L4=67 → final 87. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,84,founder_age_22_at_1973_+_53yr_tenure
Davis Family Glass Company LLC,Amarillo,Randall,TX,,glass_services,238150,Davis family,52,12,12,9,Active,False,27,"owner ~52 (<53 band), tenure 12yr",72,"mixed/residential mix, ~9 FTE, 12yr",45,1 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Amarillo),49,C_watch,low,0.5,False,"L1=27 (owner ~52 (<53 band), tenure 12yr) L2=72 L3=45 L4=64 → final 49. Tier C_watch based on owner age + coasting tells + market pull.",Monitor for 12-24mo. Re-score after enrichment of successor / financials.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,85,LLC_founder_2014_typical_age_40_at_founding
