legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Tech One Automotive,Tech One Auto Austin,Austin,Travis,,,,https://www.techoneauto.com/,family-owned,59,license_tenure_proxy,27,27,,,False,,61,"family-owned, est. age ~59 (license_tenure_proxy: founded 1999), 27-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"27-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,57,C_watch,"family-owned, ~27-yr Austin (Travis) shop. L1 61 / L2 75 / L3 28 / L4 78 = final 57. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Texas Auto Service Inc,Texas Auto Service Keller,Keller,Tarrant,,,,https://texasautoservice.com/,Tim Sosebee (family-owned),59,license_tenure_proxy,27,27,,,False,,61,"Tim Sosebee (family-owned), est. age ~59 (license_tenure_proxy: founded 1999), 27-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"27-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,77,Tarrant County. outer suburb Keller (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,57,C_watch,"Tim Sosebee (family-owned), ~27-yr Keller (Tarrant) shop. L1 61 / L2 75 / L3 28 / L4 77 = final 57. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Friendswood Auto Center,Friendswood Auto Center,Friendswood,Galveston,77546,,,https://www.friendswoodautocenter.com/,family business (non-chain),58,license_tenure_proxy,26,26,,,False,,57,"family business (non-chain), est. age ~58 (license_tenure_proxy: founded 2000), 26-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"26-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,71,Galveston County. outer suburb Friendswood (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,55,C_watch,"family business (non-chain), ~26-yr Friendswood (Galveston) shop. L1 57 / L2 75 / L3 28 / L4 71 = final 55. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Auto Service Experts,Auto Service Experts SA,San Antonio,Bexar,,,,https://www.autorepairsanantonio.com/,family-owned (ASE Blue Seal),56,license_tenure_proxy,24,24,,,False,,49,"family-owned (ASE Blue Seal), est. age ~56 (license_tenure_proxy: founded 2002), 24-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"24-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,75,Bexar County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,51,C_watch,"family-owned (ASE Blue Seal), ~24-yr San Antonio (Bexar) shop. L1 49 / L2 65 / L3 28 / L4 75 = final 51. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Bert's Gene Brown Transmissions,Bert's Gene Brown Transmissions,San Antonio,Bexar,,,,https://brokentransmission.com/,Brown family (long-tenured transmission specialist),52,,20,20,,,False,,41,"Brown family (long-tenured transmission specialist), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,75,Bexar County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,51,C_watch,"Brown family (long-tenured transmission specialist), ~20-yr San Antonio (Bexar) shop. L1 41 / L2 75 / L3 28 / L4 75 = final 51. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Ichiban Autos,Ichiban Autos,Fort Worth,Tarrant,,,,https://ichibanautos.com/,family-owned (Japanese import specialist),56,license_tenure_proxy,24,24,,,False,,49,"family-owned (Japanese import specialist), est. age ~56 (license_tenure_proxy: founded 2002), 24-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"24-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,76,Tarrant County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,51,C_watch,"family-owned (Japanese import specialist), ~24-yr Fort Worth (Tarrant) shop. L1 49 / L2 65 / L3 28 / L4 76 = final 51. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Vo Automotive Service Center,Vo Automotive,Fort Worth,Tarrant,,,,https://www.voautomotive.com/,Vo family,56,license_tenure_proxy,24,24,,,False,,49,"Vo family, est. age ~56 (license_tenure_proxy: founded 2002), 24-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"24-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,76,Tarrant County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,51,C_watch,"Vo family, ~24-yr Fort Worth (Tarrant) shop. L1 49 / L2 65 / L3 28 / L4 76 = final 51. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
A Plus Auto Repair,A Plus Auto Repair Spring,Spring,Harris,,,,https://www.aplusautospring.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Spring (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Spring (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
A1 Committed Auto Care,A1 Committed Autocare,Arlington,Tarrant,,,,https://www.a1committedautocare.com/,family-owned 21+ yrs,52,,20,20,,,False,,41,"family-owned 21+ yrs, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Tarrant County. industrial/fleet corridor Arlington (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned 21+ yrs, ~20-yr Arlington (Tarrant) shop. L1 41 / L2 65 / L3 28 / L4 79 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Adams Automotive,Adams Automotive Cypress,Cypress,Harris,,,,https://www.adamsautomotiveservices.com/locations/cypress,Adams family,52,,20,20,,,False,,41,"Adams family, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Cypress (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Adams family, ~20-yr Cypress (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Advanced Auto Tech,Advanced Auto Tech Houston,Houston,Harris,,,,https://advancedautotechhouston.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Houston (Harris) shop. L1 41 / L2 65 / L3 28 / L4 80 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Advanced Tire & Auto Service,Advanced Tire & Auto,Arlington,Tarrant,,,,https://www.advancedtireandautoservice.com/,family-owned,52,license_tenure_proxy,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"20-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Tarrant County. industrial/fleet corridor Arlington (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Arlington (Tarrant) shop. L1 41 / L2 65 / L3 28 / L4 79 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Anchias Fleet Care,Anchias Diesel Repair,Houston,Harris,,,,https://www.dieselrepairhoustontx.com/,Anchias family,52,,20,20,,,False,,41,"Anchias family, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Anchias family, ~20-yr Houston (Harris) shop. L1 41 / L2 65 / L3 28 / L4 80 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Autobahn Werke,Autobahn Werke,Humble,Harris,,,,https://autobahnwerke.com/,family-owned (European specialist),52,,20,20,,,False,,41,"family-owned (European specialist), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Humble (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned (European specialist), ~20-yr Humble (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Colony One Auto Center,Colony One Auto,Stafford,Fort Bend,,,,https://www.colonyoneauto.com/,family-owned (Stafford/Missouri City/Sugar Land),52,,20,20,,,False,,41,"family-owned (Stafford/Missouri City/Sugar Land), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Fort Bend County. industrial/fleet corridor Stafford (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned (Stafford/Missouri City/Sugar Land), ~20-yr Stafford (Fort Bend) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Dennis Road Automotive,Dennis Road Auto,Dallas,Dallas,,,,https://www.dennisroadautomotive.com/,Dennis (family-owned ASE-certified),52,,20,20,,,False,,41,"Dennis (family-owned ASE-certified), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Dallas County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Dennis (family-owned ASE-certified), ~20-yr Dallas (Dallas) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Excalibur Auto Repair,Excalibur Auto,Austin,Travis,,,,https://excaliburautorepair.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Austin (Travis) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Family Auto Center,Family Auto Center Houston,Houston,Harris,77015,,,https://www.familyautocenterhouston.com/,family-owned (AAA-approved + NAPA Auto Care),52,,20,20,,,False,,41,"family-owned (AAA-approved + NAPA Auto Care), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned (AAA-approved + NAPA Auto Care), ~20-yr Houston (Harris) shop. L1 41 / L2 65 / L3 28 / L4 80 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Jason's Tire & Automotive,Jason's Tire & Automotive,Humble,Harris,,,,https://www.jasonstireandautomotive.com/,Jason (family),52,,20,20,,,False,,41,"Jason (family), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Humble (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Jason (family), ~20-yr Humble (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Kennedy Auto Solutions,Kennedy Auto Solutions,Tomball,Harris,,,,https://www.kennedyautosolutions.com/,Kennedy family,52,,20,20,,,False,,41,"Kennedy family, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Tomball (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Kennedy family, ~20-yr Tomball (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Mario's Automotive,Mario's Automotive Inc,Houston,Harris,,,,https://www.mariosautomotiveinc.com/,Mario (family-owned),52,,20,20,,,False,,41,"Mario (family-owned), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Mario (family-owned), ~20-yr Houston (Harris) shop. L1 41 / L2 65 / L3 28 / L4 80 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
North Houston Beemer,North Houston Beemer,Spring,Harris,,,,https://www.nhbeemer.com/,family-owned (BMW/Mercedes/Audi/MINI specialist),52,,20,20,,,False,,41,"family-owned (BMW/Mercedes/Audi/MINI specialist), est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Spring (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned (BMW/Mercedes/Audi/MINI specialist), ~20-yr Spring (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Northrich Automotive,Northrich Auto,Richardson,Dallas,,,,https://www.northrichauto.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Dallas County. outer suburb Richardson (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Richardson (Dallas) shop. L1 41 / L2 65 / L3 28 / L4 79 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Overseas Haus,Overseas Haus,Dallas,Dallas,,,,https://www.overseashaus.com/,European import specialist family-owned,52,,20,20,,,False,,41,"European import specialist family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Dallas County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"European import specialist family-owned, ~20-yr Dallas (Dallas) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Payne's Automotive,Payne's Automotive,Houston,Harris,,,,https://www.paynesautomotive.com/,Payne family,52,,20,20,,,False,,41,"Payne family, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Payne family, ~20-yr Houston (Harris) shop. L1 41 / L2 65 / L3 28 / L4 80 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Pristal's Automotive,Pristal's Auto Tomball,Tomball,Harris,,,,https://pristalsautotomball.com/,Pristal family,52,,20,20,,,False,,41,"Pristal family, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Harris County. outer suburb Tomball (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"Pristal family, ~20-yr Tomball (Harris) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
QualTech Automotive,QualTech Auto Austin,Austin,Travis,,,,https://www.qualtechauto.com/locations/austin-tx,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Austin (Travis) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Southwest Auto,Southwest Auto Garland,Garland,Dallas,,,,https://www.southwestauto.com/,European/Import specialist family-owned,52,,20,20,,,False,,41,"European/Import specialist family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Dallas County. industrial/fleet corridor Garland (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"European/Import specialist family-owned, ~20-yr Garland (Dallas) shop. L1 41 / L2 65 / L3 28 / L4 81 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Stafford Auto Tech,Stafford Auto Tech,Stafford,Fort Bend,,,,https://staffordautotech.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Fort Bend County. industrial/fleet corridor Stafford (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Stafford (Fort Bend) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Sugar Creek Auto,Sugar Creek Automotive,Stafford,Fort Bend,,,,https://www.sugarcreekauto.com/,family-owned,52,,20,20,,,False,,41,"family-owned, est. age ~52 (license_tenure_proxy: founded 2006), 20-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",65,"18-yr business, limited cert signals. SBA-size estimate ~$400K-$900K (2-4 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,78,Fort Bend County. industrial/fleet corridor Stafford (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,49,C_watch,"family-owned, ~20-yr Stafford (Fort Bend) shop. L1 41 / L2 65 / L3 28 / L4 78 = final 49. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
